date,symbol,momentum_126,momentum_252,reversal_21,low_vol_63,trend_strength,forward_return_21,composite_alpha
2015-12-21,SPY,-0.02048665780396175,-0.010144122806586497,0.007932888589898046,-0.1822710324713621,0.01981282361974701,0.008610889652933329,-0.47959093392754115
2015-12-21,QQQ,-0.13589603876922685,0.09212290552400004,0.07077103109711258,-0.22678705556511883,-0.006741254935834995,0.047328153245324245,-0.5765404566729455
2015-12-21,IWM,0.20358627037894328,0.25164063610821286,-0.015146667099792177,-0.25461594044160174,0.1333351894581225,-0.013739879089063933,0.259597694267797
2015-12-21,EFA,-0.006540168252843426,0.11085456152647888,0.023385675776273374,-0.16653100751951083,0.012618175592894687,-0.03540021690599349,-0.19897079686427532
2015-12-21,EEM,-0.024641920177706833,0.18337984163327614,-0.010160117065722396,-0.21627262013967954,0.011328970765225543,-0.004608658702286328,-0.4036690826231596
2015-12-21,TLT,0.1683565825796216,0.4342009499926003,-0.0291950839133166,-0.11579949464804216,0.1385080461466135,0.03219477442737517,0.994716888221924
2015-12-21,GLD,0.1488283411359932,0.08990098102592858,0.011458250518570967,-0.16839496068394136,0.045527223190913846,0.03512870074620378,0.05863448488843455
2015-12-21,DBC,0.2654392560326857,0.1708669778156382,0.06581485399206422,-0.27380612211721783,0.12429975536631832,-0.006963782354262205,0.3458222027097665
2015-12-22,SPY,-0.03405232499279642,-0.014969658646119433,0.02148936526891776,-0.18042035523485425,0.01887149722861836,0.03995803650340468,-0.48147137062485434
2015-12-22,QQQ,-0.1251494180183158,0.10088261359731376,0.10161002669028196,-0.22577095164141028,-0.0080124521612841,0.08335866129622582,-0.4916476486918512
2015-12-22,IWM,0.20969784941083036,0.25119756874575727,0.0019955892071951142,-0.2514624399302139,0.1332027029001457,0.01452828357967606,0.321311120727675
2015-12-22,EFA,0.009861103313326902,0.09894903211396477,0.02494414693665714,-0.16533939717298227,0.01162165794092207,-0.01568439808422306,-0.20290775679990447
2015-12-22,EEM,-0.015888167912108564,0.15482472459667562,0.006507568373808947,-0.2169143390432927,0.008004340762871598,0.04094785263295697,-0.4217631809157405
2015-12-22,TLT,0.14985170339374698,0.4375334344816624,-0.016004989316324103,-0.1159519917373326,0.13805887510230108,0.030432572932489688,0.9945461351995937
2015-12-22,GLD,0.12173196540529818,0.0823709687543277,0.010210710358217634,-0.16804574387161225,0.04399876974086214,0.03498728789376693,-0.0035983645344465132
2015-12-22,DBC,0.25104557035130104,0.17995171995159942,0.049670160670201136,-0.2738285432047083,0.12130119850675314,4.684498992824082e-05,0.28553106563952835
2015-12-23,SPY,-0.01610110259470998,-0.009280648429584648,0.02550181572461263,-0.18156801390559277,0.018008520601678235,0.04354944596652066,-0.42811235412161003
